"","type","cor.PERMA_A1_1","cor.PERMA_A2_1","cor.PERMA_A3_1","cor.PERMA_E1_1","cor.PERMA_E2_1","cor.PERMA_E3_1","cor.PERMA_P1_1","cor.PERMA_P2","cor.PERMA_P3_1","cor.PERMA_R1_1","cor.PERMA_R2_1","cor.PERMA_R3_1","cor.PERMA_M1_1","cor.PERMA_M2_1","cor.PERMA_M3_1","cor.PERMA_N1_1","cor.PERMA_N2_1","cor.PERMA_N3_1","cor.PERMA_Hea1_1","cor.PERMA_Hea2_1","cor.PERMA_Hea3_1","cor.PERMA_Lone_1","cor.PERMA_HPY_1","mean"
"PERMA_R2_1","cor.bollen",-0.0192017108373785,-0.0314287307248859,-0.0362590495581514,-0.0185396868553249,-0.023080367090537,-0.009985860111214,0.00938342204861475,-0.0446550942417077,0.0436659368446726,0.010822221833178,0,0.0284566220303295,0.0703792409512144,-0.0514224684518372,0.0351761914811157,-0.0132299290811719,-0.00362664673720077,-0.0450668017584372,-0.063554346376653,0.0191029969539324,-0.0382082395144028,-0.0301024844536284,0.0158493044272933,1.69464835497735e-07
"PERMA_R3_1","cor.bollen",0.0116398302115025,0.0141636154228231,0.0384606235479169,0.0130892199170637,-0.00723016189490971,0.0211996947747137,0.0511391190384504,-0.049023857097847,0.0685299266650827,-0.0579674668648021,0.0284566220303294,0,0.00113592335535967,-0.0367647489149285,-0.0572677043023021,0.0338423605866467,-0.0160628519277288,-0.0313679441121609,-0.0580430720961153,0.0432646875114236,0.018284100864868,0.000620653563058723,-0.0169842205661822,-9.50014150458145e-07
"PERMA_M1_1","cor.bollen",0.00475029741326527,-0.0836128862463824,-0.135099688110059,-0.0388408348222021,0.0247151953435492,-0.0416506147932856,-0.0196793728285712,0.0358451502300628,-0.0171797662778361,0.00970011665131004,0.0703792409512144,0.00113592335535961,0,-0.0142975600041857,-0.00540621941868424,0.00906756108211336,-0.0469593109229817,-0.0799681580634003,-0.0214417234292651,-0.00266253718063236,-0.0483261313576709,0.0381969427179155,0.0587803096826044,-0.0603836139126464
"PERMA_M2_1","cor.bollen",0.0269507381191878,-0.0186090291034806,-0.0336649150458238,-0.0718406203492723,0.0608684745510293,-0.0331657434400189,0.00240697934705347,0.0603699352117947,0.0119057854267066,-0.0624203090994346,-0.0514224684518372,-0.0367647489149284,-0.0142975600041844,0,-0.0337463425467152,0.0854452229621363,-0.00490221218550006,-0.0656922444070851,-0.00646900533997552,-0.0105687148007133,-0.0521987974883665,-0.019691113346008,-0.0571332073107416,-0.0814002211574931
"PERMA_M3_1","cor.bollen",0.0251761804435254,0.0232625777331913,0.0584422149469783,-0.0381620583280681,0.0241291166822609,-0.05926973039931,-0.129350292800891,-0.0799250805702226,0.025217137927771,-0.0156909586547322,0.0351761914811156,-0.0572677043023021,-0.0054062194186828,-0.0337463425467152,0,0.0989303489225622,0.0107524348159518,0.00930674053355453,-0.0638846265927693,-0.0215616349258874,-0.0309035749471192,0.0515291571909989,-0.00759982926722935,0.00188656172257895
"PERMA_N1_1","cor.bollen",0.0282921261496261,0.0460998389445796,-0.00590806124806444,0.0707499527061019,0.00205800100370816,0.0614830296487621,0.0308879055658412,0.0346303270465501,0.0277019072025962,0.0442579965138758,-0.0132299290811719,0.0338423605866467,0.00906756108211336,0.0854452229621363,0.0989303489225622,0,0.0384647605886878,-0.00810722485024962,0.133643823002289,0.108541916535718,0.0658134842186539,-0.000186942752588404,0.0449690712276143,5.23318663958605e-08
"PERMA_N2_1","cor.bollen",-0.038960936749655,0.0087909297992067,-0.0350330265457537,0.0180009180891296,-0.0120570209281482,0.0406772889344763,-0.0364059547374897,0.0265624853926583,0.0195607006958028,0.00320405553767644,-0.00362664673720076,-0.0160628519277288,-0.0469593109229817,-0.00490221218550008,0.0107524348159518,0.0384647605886878,0,-0.0213209273558209,-0.0445116441594084,-0.107676826065603,-0.0758228632152628,-0.0157811806034019,0.0335245657789967,1.03068800827444e-07
"PERMA_N3_1","cor.bollen",-0.0329701135146105,0.0620701825819486,-0.0379185431191709,0.0488059234087568,-0.100670242146772,-0.00640667174335763,-0.0726477336895764,-0.0394817573986062,0.0906874308007711,0.0687027934482724,-0.0450668017584372,-0.0313679441121609,-0.0799681580634003,-0.0656922444070851,0.00930674053355453,-0.00810722485024956,-0.0213209273558209,0,0.00278067618016695,-0.040500827045015,0.0139890137377866,0.00996947282962574,-0.0585543732283583,-7.16739367856434e-07
"PERMA_Hea1_1","cor.bollen",-0.0581064755337487,0.0353696238403335,0.00874894802940235,-0.0533204503274519,-0.0012442603782899,0.00913973002844781,0.0708221592767875,-0.00754799657706084,-0.00123904586300272,-0.00638341149364807,-0.0635543463766529,-0.0580430720961153,-0.0214417234292651,-0.0064690053399743,-0.0638846265927679,0.133643823002289,-0.0445116441594084,0.00278067618016695,0,-0.0543206088229509,-0.0169471797634103,-0.0531632194845719,-0.0338574186918154,-0.023268658852329
"PERMA_Hea2_1","cor.bollen",-0.02796905121002,0.0665162909334246,-0.0741761570537749,-0.0866756209968846,0.0257962355599489,0.0948543149615918,-0.0702709247626205,-0.0677036232700268,-0.00689467222793755,0.00854907336569583,0.0191029969539324,0.0432646875114236,-0.00266253718063114,-0.0105687148007133,-0.0215616349258875,0.108541916535718,-0.107676826065603,-0.040500827045015,-0.0543206088229509,0,0.00227143436046262,-0.00667509619186302,-0.0442465607968198,0.0778242495540993
"PERMA_Hea3_1","cor.bollen",-0.0713424236167566,0.0392225172983497,0.0518500613767153,-0.0717646348721324,-0.00327922483450926,0.0293970996009611,-0.0434187586668398,-0.0768611361441948,-0.00483768827128728,-0.0328583430405436,-0.0382082395144029,0.0182841008648679,-0.0483261313576708,-0.0521987974883652,-0.0309035749471179,0.0658134842186539,-0.0758228632152627,0.0139890137377866,-0.0169471797634103,0.00227143436046262,0,0.0178188563924134,-0.0474234101873576,0.0839781992407755
"PERMA_Lone_1","cor.bollen",-0.00757438313624798,0.0114316598405557,0.000229485009593078,0.0855569914660675,-0.0752690735019703,0.0475693056890409,-0.00356913153693139,0.00294984911984147,0.000123307558205027,0.0463340420603774,-0.0301024844536284,0.00062065356305871,0.0381969427179156,-0.019691113346008,0.0515291571909989,-0.000186942752588348,-0.0157811806034019,0.00996947282962568,-0.0531632194845719,-0.00667509619186302,0.0178188563924133,0,-1.81374813140733e-07,-7.02753011339041e-08
"PERMA_HPY_1","cor.bollen",0.0107779386582406,-0.0495154138941801,0.0388916708670358,-0.0388417097724499,0.032231873883082,-0.0161688838994044,0.00245178820923131,0.00133921806148074,-0.00820270741786799,-0.00337931221423532,0.0158493044272933,-0.0169842205661822,0.0587803096826043,-0.0571332073107416,-0.00759982926722935,0.0449690712276143,0.0335245657789967,-0.0585543732283583,-0.0338574186918154,-0.0442465607968197,-0.0474234101873577,-1.81374813140733e-07,0,-6.10946415680047e-07
